backend,matchup,seed,score,steps,right_life,left_life
jax,baseline_vs_baseline,42,-1.0,3000,4,5
jax,baseline_vs_baseline,43,0.0,3000,5,5
jax,baseline_vs_baseline,44,0.0,3000,5,5
jax,baseline_vs_baseline,45,0.0,3000,5,5
jax,baseline_vs_baseline,46,0.0,3000,5,5
jax,baseline_vs_baseline,47,0.0,3000,5,5
jax,baseline_vs_baseline,48,0.0,3000,4,4
jax,baseline_vs_baseline,49,-1.0,3000,4,5
jax,baseline_vs_baseline,50,0.0,3000,4,4
jax,baseline_vs_baseline,51,-1.0,3000,4,5
jax,baseline_vs_baseline,52,-1.0,3000,4,5
jax,baseline_vs_baseline,53,0.0,3000,4,4
jax,baseline_vs_baseline,54,1.0,3000,5,4
jax,baseline_vs_baseline,55,0.0,3000,4,4
jax,baseline_vs_baseline,56,-2.0,3000,3,5
jax,baseline_vs_baseline,57,2.0,3000,5,3
jax,baseline_vs_baseline,58,0.0,3000,4,4
jax,baseline_vs_baseline,59,0.0,3000,4,4
jax,baseline_vs_baseline,60,0.0,3000,5,5
jax,baseline_vs_baseline,61,-1.0,3000,4,5
jax,baseline_vs_baseline,62,0.0,3000,5,5
jax,baseline_vs_baseline,63,1.0,3000,5,4
jax,baseline_vs_baseline,64,0.0,3000,5,5
jax,baseline_vs_baseline,65,1.0,3000,5,4
jax,baseline_vs_baseline,66,0.0,3000,5,5
jax,baseline_vs_baseline,67,-1.0,3000,4,5
jax,baseline_vs_baseline,68,0.0,3000,5,5
jax,baseline_vs_baseline,69,1.0,3000,5,4
jax,baseline_vs_baseline,70,1.0,3000,5,4
jax,baseline_vs_baseline,71,1.0,3000,3,2
jax,baseline_vs_baseline,72,0.0,3000,4,4
jax,baseline_vs_baseline,73,-1.0,3000,4,5
jax,baseline_vs_baseline,74,1.0,3000,5,4
jax,baseline_vs_baseline,75,1.0,3000,5,4
jax,baseline_vs_baseline,76,-1.0,3000,4,5
jax,baseline_vs_baseline,77,-1.0,3000,4,5
jax,baseline_vs_baseline,78,0.0,3000,5,5
jax,baseline_vs_baseline,79,0.0,3000,5,5
jax,baseline_vs_baseline,80,0.0,3000,4,4
jax,baseline_vs_baseline,81,-1.0,3000,3,4
jax,baseline_vs_baseline,82,0.0,3000,4,4
jax,baseline_vs_baseline,83,1.0,3000,5,4
jax,baseline_vs_baseline,84,1.0,3000,5,4
jax,baseline_vs_baseline,85,0.0,3000,3,3
jax,baseline_vs_baseline,86,1.0,3000,5,4
jax,baseline_vs_baseline,87,0.0,3000,4,4
jax,baseline_vs_baseline,88,-1.0,3000,4,5
jax,baseline_vs_baseline,89,-1.0,3000,4,5
jax,baseline_vs_baseline,90,0.0,3000,5,5
jax,baseline_vs_baseline,91,0.0,3000,5,5
jax,baseline_vs_baseline,92,-3.0,3000,2,5
jax,baseline_vs_baseline,93,-1.0,3000,4,5
jax,baseline_vs_baseline,94,1.0,3000,5,4
jax,baseline_vs_baseline,95,0.0,3000,5,5
jax,baseline_vs_baseline,96,1.0,3000,5,4
jax,baseline_vs_baseline,97,0.0,3000,5,5
jax,baseline_vs_baseline,98,1.0,3000,5,4
jax,baseline_vs_baseline,99,0.0,3000,3,3
jax,baseline_vs_baseline,100,0.0,3000,5,5
jax,baseline_vs_baseline,101,2.0,3000,5,3
jax,baseline_vs_baseline,102,-2.0,3000,2,4
jax,baseline_vs_baseline,103,-1.0,3000,4,5
jax,baseline_vs_baseline,104,2.0,3000,5,3
jax,baseline_vs_baseline,105,0.0,3000,5,5
jax,baseline_vs_baseline,106,0.0,3000,5,5
jax,baseline_vs_baseline,107,-1.0,3000,4,5
jax,baseline_vs_baseline,108,0.0,3000,5,5
jax,baseline_vs_baseline,109,1.0,3000,5,4
jax,baseline_vs_baseline,110,2.0,3000,5,3
jax,baseline_vs_baseline,111,-2.0,3000,3,5
jax,baseline_vs_baseline,112,0.0,3000,3,3
jax,baseline_vs_baseline,113,0.0,3000,4,4
jax,baseline_vs_baseline,114,-1.0,3000,4,5
jax,baseline_vs_baseline,115,0.0,3000,4,4
jax,baseline_vs_baseline,116,-1.0,3000,4,5
jax,baseline_vs_baseline,117,-1.0,3000,4,5
jax,baseline_vs_baseline,118,1.0,3000,5,4
jax,baseline_vs_baseline,119,1.0,3000,4,3
jax,baseline_vs_baseline,120,2.0,3000,5,3
jax,baseline_vs_baseline,121,0.0,3000,5,5
jax,baseline_vs_baseline,122,1.0,3000,5,4
jax,baseline_vs_baseline,123,0.0,3000,5,5
jax,baseline_vs_baseline,124,0.0,3000,5,5
jax,baseline_vs_baseline,125,1.0,3000,5,4
jax,baseline_vs_baseline,126,1.0,3000,5,4
jax,baseline_vs_baseline,127,-1.0,3000,4,5
jax,baseline_vs_baseline,128,-1.0,3000,4,5
jax,baseline_vs_baseline,129,1.0,3000,4,3
jax,baseline_vs_baseline,130,0.0,3000,5,5
jax,baseline_vs_baseline,131,-1.0,3000,4,5
jax,baseline_vs_baseline,132,-1.0,3000,3,4
jax,baseline_vs_baseline,133,0.0,3000,5,5
jax,baseline_vs_baseline,134,0.0,3000,5,5
jax,baseline_vs_baseline,135,1.0,3000,5,4
jax,baseline_vs_baseline,136,0.0,3000,4,4
jax,baseline_vs_baseline,137,0.0,3000,5,5
jax,baseline_vs_baseline,138,0.0,3000,5,5
jax,baseline_vs_baseline,139,0.0,3000,4,4
jax,baseline_vs_baseline,140,0.0,3000,5,5
jax,baseline_vs_baseline,141,0.0,3000,4,4
